date,area,rooms,floor,total_floors,year_built,orientation,district,subdistrict,community,price_per_sqm,total_price,dist_metro_m,school_rank,lat,lon,neigh_price,source
2017-10-08,80.5,1,18,25,2020,东南,海淀区,shangdi,万城华府,84559,6810440,131,0,39.97831082325685,116.26072657725302,76494,realistic_mock
2017-10-09,80.3,3,10,29,2008,南北,海淀区,shoujingmao,万城华府,85073,6827983,1230,0,39.94704916468752,116.25778833351995,86578,realistic_mock
2017-10-11,101.5,2,12,13,2012,南北,海淀区,shoujingmao,观山园,81929,8314085,100,0,39.958806497664916,116.30956722109582,79982,realistic_mock
2017-10-12,110.7,2,15,16,2018,西南,海淀区,zhongguancun,万柳书院,87987,9742890,318,0,39.937109377324504,116.30610521337883,86247,realistic_mock
2017-10-12,108.0,3,8,9,2012,西南,海淀区,shoujingmao,万柳书院,95951,10366337,757,0,39.92269980927413,116.2940490755425,91012,realistic_mock
2017-10-15,104.3,3,20,21,2002,东西,海淀区,xierqi,世纪城,94406,9850502,382,0,39.939295036421754,116.28421488749684,91616,realistic_mock
2017-10-17,63.1,1,23,24,2015,东西,海淀区,xierqi,华清嘉园,101402,6397031,100,0,39.95795956255578,116.25314762957473,105619,realistic_mock
2017-10-19,98.2,2,11,23,2008,南北,海淀区,wudaokou,紫金庄园,81469,8002714,106,0,39.958539613517054,116.27732206401022,80147,realistic_mock
2017-10-20,70.6,1,2,31,1998,南,海淀区,haidian,万柳书院,83037,5866070,574,0,39.93576885647318,116.25271377785522,82178,realistic_mock
2017-10-21,97.7,3,20,22,2012,西南,海淀区,haidian,上地东里,79822,7797902,100,0,39.93004758467108,116.27775561282631,71451,realistic_mock
2017-10-23,88.9,2,17,18,2012,南北,海淀区,shoujingmao,万城华府,81722,7263659,215,0,39.97033109505587,116.28738426200415,80891,realistic_mock
2017-10-25,96.6,2,19,20,2020,东西,海淀区,shangdi,观山园,88096,8510744,1135,0,39.96705237046192,116.27774347061475,86121,realistic_mock
2017-10-31,61.0,2,5,30,2018,东南,海淀区,shangdi,橡树湾,79106,4828675,100,0,39.94041729238518,116.28085412897119,86093,realistic_mock
2017-11-01,92.5,2,8,9,1998,东西,海淀区,xierqi,涧桥泊屋,80413,7441995,388,0,39.94004299794013,116.29396194303541,73650,realistic_mock
2017-11-03,72.1,3,14,27,2015,东西,海淀区,zhongguancun,万城华府,86100,6207805,472,0,39.972057131971354,116.2719873987804,85318,realistic_mock
2017-11-05,71.2,2,5,18,2015,北,海淀区,haidian,观山园,91213,6490486,139,0,39.96519215390843,116.26314399697874,90103,realistic_mock
2017-11-06,90.2,4,19,20,2015,北,海淀区,zhongguancun,涧桥泊屋,85639,7721227,125,0,39.974083564959834,116.25283449552435,83954,realistic_mock
2017-11-12,58.4,3,12,13,1998,东西,海淀区,xierqi,紫金庄园,100151,5853713,302,0,39.921670463075756,116.2647993868107,104658,realistic_mock
2017-11-17,100.9,2,4,21,2012,南北,海淀区,shoujingmao,万城华府,97692,9858449,657,0,39.92941503632224,116.25090135251884,94946,realistic_mock
2017-11-17,121.3,1,10,12,2018,北,海淀区,zhongguancun,涧桥泊屋,92626,11237699,100,0,39.959087551142964,116.2793325456452,93673,realistic_mock
2017-11-18,77.3,3,3,23,2008,西南,海淀区,wudaokou,上地西里,96893,7491940,190,0,39.92530381802881,116.27053353148673,97034,realistic_mock
2017-11-18,87.9,1,26,27,2005,南北,海淀区,wudaokou,观山园,95158,8361949,285,0,39.94534674740186,116.27388523069418,95880,realistic_mock
2017-11-20,103.2,3,5,12,2002,北,海淀区,shangdi,博雅西园,83930,8662128,334,0,39.96506438836619,116.25410462909879,86801,realistic_mock
2017-11-21,86.1,1,3,25,2018,北,海淀区,haidian,曙光花园,89960,7749357,252,0,39.92557156837661,116.29744488711465,83832,realistic_mock
2017-11-23,92.0,4,14,15,2008,南,海淀区,haidian,万柳书院,88154,8111022,443,0,39.94819339448249,116.27302333048317,84581,realistic_mock
2017-11-24,115.5,3,6,19,2018,南,海淀区,shoujingmao,博雅西园,88365,10203168,363,0,39.97683487260238,116.26157362462088,82816,realistic_mock
2017-11-25,61.4,3,21,22,2002,西南,海淀区,shangdi,万柳书院,86808,5329713,610,0,39.94731910460372,116.29188446030872,81963,realistic_mock
2017-11-26,40.0,3,26,27,1998,东南,海淀区,shangdi,美丽园,81597,3263881,290,0,39.93580181713989,116.26259188063675,77419,realistic_mock
2017-11-26,93.1,3,25,26,2002,西南,海淀区,shangdi,上地西里,90535,8427705,1011,0,39.946445914860526,116.30967354843659,90480,realistic_mock
2017-12-04,104.2,2,11,29,2015,南,海淀区,shangdi,郦城,83126,8660704,177,0,39.920550499649174,116.29572725852246,87661,realistic_mock
2017-12-04,89.3,2,26,27,1998,东西,海淀区,shangdi,华清嘉园,88082,7865314,934,0,39.926262287484974,116.30896129437548,90189,realistic_mock
2017-12-10,114.1,2,22,23,2002,东南,海淀区,shangdi,万城华府,82331,9390394,1419,0,39.9636345391742,116.27097920282773,78910,realistic_mock
2017-12-10,76.5,2,13,16,2008,东南,海淀区,haidian,紫金庄园,82422,6301784,258,0,39.97950116842357,116.29622626816754,83633,realistic_mock
2017-12-10,102.0,3,25,26,2002,北,海淀区,xierqi,万城华府,98314,10026410,247,0,39.93831585809645,116.26333909255285,96166,realistic_mock
2017-12-11,75.3,4,13,14,2015,北,海淀区,wudaokou,当代城市家园,98064,7380283,811,0,39.9483246700808,116.28085243046864,100613,realistic_mock
2017-12-12,76.9,4,11,25,2005,北,海淀区,xierqi,当代城市家园,84207,6472519,966,0,39.95692087043772,116.27471679291673,78576,realistic_mock
2017-12-13,85.5,3,7,20,2018,东西,海淀区,xierqi,郦城,89951,7694833,295,0,39.945020112236584,116.29878439905094,93576,realistic_mock
2017-12-13,93.7,2,10,11,2018,南北,海淀区,xierqi,涧桥泊屋,94136,8824931,158,0,39.96967214022726,116.26629257494919,93898,realistic_mock
2017-12-16,99.7,3,4,24,2008,西南,海淀区,shangdi,上地东里,80725,8044588,179,0,39.921318234248155,116.30722616377277,87568,realistic_mock
2017-12-16,88.1,1,5,23,2002,南北,海淀区,wudaokou,当代城市家园,85930,7569615,100,0,39.971110755550335,116.2990314630436,85618,realistic_mock
2017-12-20,98.0,3,16,28,2020,南北,海淀区,haidian,紫金庄园,89012,8722216,1388,0,39.95439660132519,116.26321463264418,92312,realistic_mock
2017-12-20,116.2,2,7,8,2020,南北,海淀区,wudaokou,上地西里,71845,8346998,635,0,39.95255924337843,116.30620236260293,76209,realistic_mock
2017-12-21,60.0,4,23,24,2012,东南,海淀区,shoujingmao,曙光花园,91855,5515705,100,0,39.95496841010501,116.30972625097148,92206,realistic_mock
2017-12-24,63.1,3,7,14,2015,东西,海淀区,wudaokou,橡树湾,86641,5466229,132,0,39.93773594749909,116.30670034698052,93286,realistic_mock
2017-12-25,69.2,2,27,28,1998,北,海淀区,shangdi,世纪城,73461,5081293,436,0,39.93425360087407,116.2793567556631,78468,realistic_mock
2018-01-01,91.6,2,21,22,1998,西南,海淀区,haidian,华清嘉园,79459,7279218,729,0,39.96293724301831,116.29121648610021,77442,realistic_mock
2018-01-03,90.0,2,6,11,2012,南北,海淀区,xierqi,上地东里,90741,8162790,1135,0,39.93046455602669,116.27829896944503,91905,realistic_mock
2018-01-04,85.6,2,27,28,2012,东西,海淀区,shangdi,郦城,95066,8133772,107,0,39.928612685356626,116.26112453102245,91393,realistic_mock
2018-01-04,67.5,1,12,13,2005,西南,海淀区,shangdi,世纪城,80144,5407894,436,0,39.974723593869264,116.27763560620623,72107,realistic_mock
2018-01-04,98.0,3,13,14,2008,南,海淀区,zhongguancun,涧桥泊屋,83321,8165481,512,0,39.97171250894095,116.28924465317735,77145,realistic_mock
2018-01-05,105.3,4,11,19,2012,南,海淀区,zhongguancun,橡树湾,106025,11165393,239,0,39.971953165443786,116.25535717509187,104192,realistic_mock
2018-01-06,145.6,4,9,27,2015,西南,海淀区,shoujingmao,世纪城,97716,14228860,151,0,39.95716215698552,116.25298152501017,102282,realistic_mock
2018-01-08,86.6,3,11,12,2020,北,海淀区,zhongguancun,观山园,111368,9645046,1156,0,39.92016025960206,116.29772269867982,108639,realistic_mock
2018-01-17,79.0,3,9,10,1998,东南,海淀区,haidian,万城华府,102071,8063652,536,0,39.97271093367809,116.27424841929907,109247,realistic_mock
2018-01-18,105.4,2,3,31,2015,西南,海淀区,shoujingmao,当代城市家园,100722,10615607,435,0,39.94485203325828,116.25267339789706,107577,realistic_mock
2018-01-18,43.0,2,14,15,2008,南北,海淀区,zhongguancun,万城华府,88676,3815564,428,0,39.95069979184148,116.25171535259638,87829,realistic_mock
2018-01-20,80.0,2,20,21,2008,东南,海淀区,zhongguancun,世纪城,114373,9146708,123,0,39.93893681756128,116.30521971459763,116326,realistic_mock
2018-01-23,95.3,2,12,24,2018,东西,海淀区,xierqi,万城华府,86587,8249200,135,0,39.93113155851547,116.2891007876927,87482,realistic_mock
2018-01-24,97.5,2,8,26,2020,南,海淀区,shoujingmao,曙光花园,82098,8003157,229,0,39.97478652721517,116.29747708973552,82989,realistic_mock
2018-01-24,81.2,2,7,29,2002,东南,海淀区,shangdi,上地西里,81478,6612336,100,0,39.920206549936665,116.30503788284973,72264,realistic_mock
2018-01-25,71.7,4,2,21,2012,南,海淀区,xierqi,华清嘉园,106534,7642052,430,0,39.973707064442394,116.28820018093003,103506,realistic_mock
2018-01-31,42.8,2,2,29,2018,东西,海淀区,xierqi,上地东里,91444,3909320,370,0,39.974985331350055,116.25300133601499,93530,realistic_mock
2018-02-02,65.7,3,27,28,2020,北,海淀区,zhongguancun,世纪城,104945,6896689,462,0,39.92745219763783,116.3066282825395,97641,realistic_mock
2018-02-08,66.9,2,21,23,2012,东西,海淀区,shoujingmao,橡树湾,92300,6178653,496,0,39.942918239505,116.3046857585303,94841,realistic_mock
2018-02-09,90.9,2,22,23,2012,东南,海淀区,xierqi,博雅西园,90140,8196671,401,0,39.952461817343774,116.30563593795789,90252,realistic_mock
2018-02-09,58.0,2,27,30,2015,北,海淀区,shangdi,上地东里,81571,4734616,100,0,39.966946364569935,116.29247352184187,85046,realistic_mock
2018-02-12,77.5,2,15,16,2012,东西,海淀区,shoujingmao,曙光花园,80698,6255858,262,0,39.97589389880048,116.29247284171419,83770,realistic_mock
2018-02-15,73.2,2,17,18,2012,东南,海淀区,xierqi,曙光花园,109068,7979606,694,0,39.94886306764858,116.29044157074757,108531,realistic_mock
2018-02-15,155.4,3,5,11,2002,南,海淀区,haidian,橡树湾,96487,14995902,301,0,39.96243380573867,116.29606677008657,92413,realistic_mock
2018-02-20,84.9,3,12,28,1998,西南,海淀区,wudaokou,世纪城,103668,8802177,318,0,39.931351747543424,116.29322303991519,116094,realistic_mock
2018-02-24,41.7,2,9,30,1998,北,海淀区,shangdi,橡树湾,87795,3657489,110,0,39.96461615105364,116.29501630976831,86906,realistic_mock
2018-02-24,108.5,3,5,25,1998,南北,海淀区,shangdi,华清嘉园,84033,9115364,114,0,39.93579484079108,116.25003920344568,82494,realistic_mock
2018-02-28,46.6,2,18,28,2005,南北,海淀区,zhongguancun,上地西里,93696,4366870,1013,0,39.92460437082472,116.28657364931429,89086,realistic_mock
2018-03-04,55.1,3,8,24,2002,北,海淀区,wudaokou,郦城,89347,4920943,331,0,39.935669745950655,116.29169718716058,96229,realistic_mock
2018-03-04,68.4,3,2,28,1998,南北,海淀区,wudaokou,博雅西园,71246,4872788,133,0,39.92715797483611,116.25616851370415,72066,realistic_mock
2018-03-05,70.9,1,16,30,2008,西南,海淀区,shangdi,华清嘉园,79787,5658670,317,0,39.951264391430506,116.27101217946544,85418,realistic_mock
2018-03-10,70.5,2,19,20,2012,东南,海淀区,shoujingmao,紫金庄园,92863,6550828,1298,0,39.93149569698107,116.30660278313968,96347,realistic_mock
2018-03-15,93.6,1,15,18,2008,东南,海淀区,shoujingmao,郦城,87086,8149699,100,0,39.93879966992908,116.27506564029747,87196,realistic_mock
2018-03-19,99.1,2,22,23,1998,北,海淀区,zhongguancun,上地西里,87051,8623637,173,0,39.92379915481834,116.30915770106408,87350,realistic_mock
2018-03-20,47.7,2,8,12,2012,东西,海淀区,xierqi,涧桥泊屋,83543,3983584,100,0,39.9291131703402,116.26971348899315,82130,realistic_mock
2018-03-21,93.1,1,18,20,2002,南,海淀区,shoujingmao,世纪城,90887,8461498,100,0,39.95680744559788,116.27471758079375,85518,realistic_mock
2018-03-22,125.9,3,24,30,2018,东西,海淀区,haidian,橡树湾,96680,12167302,100,0,39.961436912009056,116.28168203296823,101047,realistic_mock
2018-03-23,93.7,3,25,26,1998,南北,海淀区,wudaokou,当代城市家园,84365,7907235,106,0,39.97775912841365,116.28909563484683,86402,realistic_mock
2018-03-24,131.6,3,4,22,2005,南,海淀区,shoujingmao,紫金庄园,109459,14409278,100,0,39.97274661343358,116.29876541119783,116940,realistic_mock
2018-03-27,110.6,2,6,10,2020,西南,海淀区,haidian,博雅西园,89044,9852426,670,0,39.93782531919124,116.26282326916932,82248,realistic_mock
2018-03-29,84.2,4,6,18,2005,西南,海淀区,zhongguancun,当代城市家园,89424,7528196,411,0,39.929322221356216,116.27486299016138,89578,realistic_mock
2018-03-29,82.8,2,18,29,2002,南北,海淀区,xierqi,紫金庄园,71314,5904373,384,0,39.928442469849536,116.30670968743067,69656,realistic_mock
2018-03-31,87.6,2,19,20,2015,东西,海淀区,haidian,上地西里,93151,8161704,152,0,39.964985172721825,116.25817512084339,89713,realistic_mock
2018-04-01,94.0,2,27,28,2018,东南,海淀区,haidian,涧桥泊屋,95740,9000824,829,0,39.95592410676975,116.29138727948462,101379,realistic_mock
2018-04-02,50.4,3,9,30,2002,东西,海淀区,zhongguancun,曙光花园,93348,4707806,1049,0,39.951259483318964,116.27925590628297,79373,realistic_mock
2018-04-02,122.9,3,21,27,1998,南北,海淀区,wudaokou,橡树湾,85223,10470655,263,0,39.94909228847583,116.30343014924088,87190,realistic_mock
2018-04-03,67.9,2,18,20,2018,北,海淀区,shangdi,郦城,90266,6128857,758,0,39.92359428206021,116.26364748662837,86881,realistic_mock
2018-04-04,49.3,3,24,25,2018,北,海淀区,xierqi,上地西里,86143,4243150,155,0,39.9586943794319,116.30108906695884,91393,realistic_mock
2018-04-12,72.6,3,18,19,2012,东南,海淀区,zhongguancun,美丽园,91967,6677522,341,0,39.94668832970353,116.29010931725901,91623,realistic_mock
2018-04-13,146.6,2,8,15,2002,东南,海淀区,wudaokou,郦城,82019,12025325,615,0,39.94927121014198,116.26298953262992,75017,realistic_mock
2018-04-20,113.9,3,18,19,2015,南,海淀区,wudaokou,观山园,101157,11518355,100,0,39.93836623760946,116.277799556347,116859,realistic_mock
2018-04-25,107.7,3,26,27,2008,东西,海淀区,xierqi,华清嘉园,102669,11060674,105,0,39.92590625294006,116.30876523082065,104458,realistic_mock
2018-05-01,81.4,4,19,26,2020,南,海淀区,shangdi,当代城市家园,91563,7455847,100,0,39.92131080271918,116.29646913618718,88639,realistic_mock
2018-05-03,106.3,1,21,22,2020,北,海淀区,xierqi,橡树湾,82336,8755079,427,0,39.92985301749364,116.25335881709171,89358,realistic_mock
2018-05-11,112.1,2,6,11,2008,东南,海淀区,xierqi,郦城,85028,9528298,700,0,39.97188535373623,116.27672752130226,88503,realistic_mock
2018-05-15,93.2,1,1,27,2015,南,海淀区,shangdi,美丽园,76043,7089635,100,0,39.93585463620874,116.30459730379636,78993,realistic_mock
2018-05-15,119.2,2,11,29,2020,东南,海淀区,shangdi,博雅西园,96322,11479745,329,0,39.959526660709265,116.27206137135218,93513,realistic_mock
2018-05-16,117.3,2,24,28,2012,南,海淀区,shoujingmao,万城华府,90084,10567165,116,0,39.95331774951969,116.28165477734552,84085,realistic_mock
2018-05-16,108.9,1,26,27,2020,东南,海淀区,wudaokou,观山园,70728,7705349,501,0,39.92333472037688,116.27932387613863,66544,realistic_mock
2018-05-17,86.6,4,12,13,2008,南,海淀区,shoujingmao,万柳书院,105237,9118421,158,0,39.94037420436832,116.30373370381962,104688,realistic_mock
2018-05-19,91.5,2,10,16,2018,东南,海淀区,haidian,美丽园,92327,8448160,100,0,39.96379541115715,116.30332479100883,92264,realistic_mock
2018-05-21,114.4,3,21,22,2015,西南,海淀区,zhongguancun,万柳书院,94419,10805333,376,0,39.93147759045213,116.26639977498748,91707,realistic_mock
2018-05-21,120.5,2,11,12,1998,南,海淀区,shoujingmao,万柳书院,92869,11190661,100,0,39.95306987608842,116.30817159363839,89355,realistic_mock
2018-05-23,102.8,2,15,28,2002,南,海淀区,wudaokou,紫金庄园,73876,7591774,949,0,39.949068368541994,116.27761961908666,68170,realistic_mock
2018-05-23,121.8,4,8,11,2008,北,海淀区,shangdi,华清嘉园,89267,10872585,100,0,39.96591994585607,116.29717930836817,85639,realistic_mock
2018-05-24,67.6,3,20,26,2002,南,海淀区,haidian,紫金庄园,90008,6087820,117,0,39.95130380279817,116.27055920928726,92009,realistic_mock
2018-05-27,101.2,3,22,25,2005,北,海淀区,shoujingmao,华清嘉园,97976,9911224,217,0,39.95927459085045,116.2802442602314,97171,realistic_mock
2018-05-31,122.5,3,6,28,1998,西南,海淀区,shangdi,紫金庄园,92049,11276136,100,0,39.94115869529343,116.26986322071112,92519,realistic_mock
2018-06-01,84.5,2,7,15,1998,北,海淀区,haidian,郦城,94125,7950829,199,0,39.930769839405436,116.29522193004303,91348,realistic_mock
2018-06-01,40.0,3,5,10,2012,东西,海淀区,shangdi,上地西里,88097,3523885,315,0,39.95765782129411,116.30611501886366,83254,realistic_mock
2018-06-02,94.0,3,2,21,2012,南,海淀区,wudaokou,万柳书院,89118,8381140,100,0,39.93398883821709,116.29543833572009,87433,realistic_mock
2018-06-02,107.7,2,1,25,2005,西南,海淀区,xierqi,曙光花园,80771,8697131,351,0,39.95051164590642,116.26910711800835,77932,realistic_mock
2018-06-08,100.0,1,11,12,2018,西南,海淀区,shoujingmao,紫金庄园,88763,8874251,197,0,39.943562511928654,116.28696231170039,94849,realistic_mock
2018-06-13,53.6,2,8,9,2005,东南,海淀区,zhongguancun,美丽园,71058,3807541,105,0,39.96811483717017,116.30108935089879,58037,realistic_mock
2018-06-14,107.0,2,20,21,2008,西南,海淀区,zhongguancun,紫金庄园,86284,9232819,138,0,39.96161374735823,116.30548437391197,82337,realistic_mock
2018-06-16,84.3,3,1,6,2020,南北,海淀区,haidian,上地东里,90891,7662658,328,0,39.966123753680726,116.29546879834166,87989,realistic_mock
2018-06-21,119.7,3,5,12,2008,西南,海淀区,haidian,万城华府,83191,9956004,190,0,39.96572230780335,116.28147113655935,85965,realistic_mock
2018-06-21,81.8,3,8,23,2012,北,海淀区,xierqi,世纪城,76848,6283600,100,0,39.9747281541154,116.30299231211241,80686,realistic_mock
2018-06-23,76.5,3,16,17,2002,南北,海淀区,wudaokou,万柳书院,90858,6951291,155,0,39.963755136164195,116.26397128508681,95594,realistic_mock
2018-06-24,115.3,1,10,20,2018,南,海淀区,haidian,郦城,71425,8232489,137,0,39.94234403996212,116.29658348211916,79998,realistic_mock
2018-06-26,67.6,2,17,31,2020,北,海淀区,haidian,观山园,83542,5647416,100,0,39.9692647017199,116.25554075033672,81496,realistic_mock
2018-06-27,90.7,2,19,20,2008,南北,海淀区,zhongguancun,美丽园,94526,8574958,266,0,39.972405394284905,116.30404211184067,86361,realistic_mock
2018-06-28,87.4,3,16,24,2018,北,海淀区,shangdi,美丽园,102566,8963660,100,0,39.97389678245263,116.26826660693942,88919,realistic_mock
2018-06-28,54.6,2,19,31,2018,东南,海淀区,haidian,万柳书院,81345,4440979,100,0,39.949138057904804,116.30476804802447,80237,realistic_mock
2018-06-29,104.7,4,16,17,2005,东南,海淀区,xierqi,上地东里,104347,10926595,229,0,39.95561365612273,116.25438489372162,106658,realistic_mock
2018-07-04,91.0,2,17,31,2008,东西,海淀区,zhongguancun,橡树湾,73076,6652964,307,0,39.97544250554645,116.26416699198704,73254,realistic_mock
2018-07-07,85.4,2,24,29,2005,南,海淀区,zhongguancun,郦城,93884,8017398,518,0,39.96208943693176,116.29298214330684,86478,realistic_mock
2018-07-09,43.2,3,5,24,2008,南北,海淀区,shoujingmao,上地东里,91799,3968742,334,0,39.96272327202148,116.30051832712243,99725,realistic_mock
2018-07-13,122.8,4,5,25,2012,南北,海淀区,haidian,郦城,72041,8847279,423,0,39.95159333341208,116.26105082768908,70383,realistic_mock
2018-07-17,80.3,1,7,21,2005,西南,海淀区,haidian,当代城市家园,92969,7461430,811,0,39.93043765326178,116.25277178899209,97063,realistic_mock
2018-07-18,106.8,2,13,27,2020,南,海淀区,haidian,涧桥泊屋,84869,9062010,824,0,39.96781925928554,116.28089878863891,83258,realistic_mock
2018-07-18,78.6,4,7,26,2008,东西,海淀区,xierqi,当代城市家园,82461,6478740,340,0,39.92543746620321,116.30580114352917,76692,realistic_mock
2018-07-19,96.6,2,17,21,2018,北,海淀区,xierqi,橡树湾,96153,9289085,141,0,39.960341711475934,116.26972560765327,94993,realistic_mock
2018-07-21,69.0,1,8,26,2015,东南,海淀区,wudaokou,观山园,78469,5413406,243,0,39.92180121354304,116.27383365177397,81369,realistic_mock
2018-07-22,96.5,1,3,25,2012,南,海淀区,shoujingmao,博雅西园,84076,8113302,601,0,39.97048038314036,116.28478598744606,94077,realistic_mock
2018-07-27,125.0,3,15,31,2005,南,海淀区,shangdi,曙光花园,80241,10028595,307,0,39.94694889216394,116.2764072462591,75706,realistic_mock
2018-08-02,76.9,2,18,20,1998,东西,海淀区,haidian,万柳书院,70155,5392945,317,0,39.928670913434416,116.258036473164,65678,realistic_mock
2018-08-05,116.1,3,27,28,2012,东西,海淀区,shangdi,万柳书院,102114,11855902,760,0,39.972037652057594,116.2925017786029,107657,realistic_mock
2018-08-06,63.6,2,1,12,2005,南北,海淀区,wudaokou,观山园,78931,5019801,459,0,39.932501647344495,116.27770622198378,80862,realistic_mock
2018-08-06,111.1,1,16,17,2008,东西,海淀区,wudaokou,橡树湾,83386,9263951,746,0,39.96362976858441,116.30884567046333,83638,realistic_mock
2018-08-08,105.0,2,7,12,2005,南,海淀区,zhongguancun,华清嘉园,83170,8733359,438,0,39.95148033840114,116.28836248803256,86553,realistic_mock
2018-08-09,73.4,2,15,19,1998,东西,海淀区,zhongguancun,博雅西园,80409,5899808,479,0,39.94038058031274,116.2727943113171,83884,realistic_mock
2018-08-12,95.0,3,26,27,2005,南,海淀区,zhongguancun,华清嘉园,84384,8013474,377,0,39.97695840782347,116.27379896238313,86545,realistic_mock
2018-08-15,70.9,1,5,27,2008,南北,海淀区,zhongguancun,万柳书院,67975,4822594,244,0,39.97937250542721,116.29498011012632,60920,realistic_mock
2018-08-17,70.6,2,24,25,2012,北,海淀区,haidian,当代城市家园,79613,5624309,273,0,39.94566150728201,116.3073611826292,90236,realistic_mock
2018-08-17,125.8,3,25,26,2020,东南,海淀区,wudaokou,当代城市家园,97529,12273208,100,0,39.92121862807,116.28372866727051,107936,realistic_mock
2018-08-20,59.4,2,21,27,2002,南,海淀区,xierqi,郦城,76009,4514257,100,0,39.96166135333972,116.29993354701024,78297,realistic_mock
2018-08-21,83.9,2,24,25,2020,东西,海淀区,shoujingmao,世纪城,78350,6570066,444,0,39.96390439841514,116.29870864616635,74871,realistic_mock
2018-08-23,101.5,2,12,16,2015,西南,海淀区,shangdi,万城华府,92452,9380997,100,0,39.95620579150969,116.25339065645547,101489,realistic_mock
2018-08-24,85.2,3,18,29,1998,北,海淀区,haidian,涧桥泊屋,79929,6810116,131,0,39.92318723745194,116.29773491019253,82084,realistic_mock
2018-08-25,56.7,2,6,29,1998,东西,海淀区,haidian,万城华府,80093,4542070,286,0,39.976613913029425,116.25251282363033,76856,realistic_mock
2018-08-28,94.8,3,26,27,2005,南,海淀区,zhongguancun,美丽园,88476,8387741,464,0,39.97066644035802,116.29497697392051,82627,realistic_mock
2018-08-28,40.8,3,13,31,2012,东南,海淀区,wudaokou,当代城市家园,85718,3493262,113,0,39.94305801125363,116.25332051991303,88212,realistic_mock
2018-08-30,69.5,1,13,17,2015,东西,海淀区,haidian,上地东里,85863,5971383,621,0,39.9510361433865,116.27641193987733,83704,realistic_mock
2018-09-01,90.3,2,26,27,2018,东西,海淀区,zhongguancun,曙光花园,83253,7518801,475,0,39.927215059194246,116.26384405659637,89481,realistic_mock
2018-09-05,97.4,1,21,23,2015,北,海淀区,wudaokou,观山园,80153,7807861,1470,0,39.96331325767562,116.28941903145387,81443,realistic_mock
2018-09-13,74.2,1,26,27,2012,南,海淀区,shangdi,博雅西园,90320,6701595,150,0,39.95525338411915,116.29075893239796,89446,realistic_mock
2018-09-15,89.9,3,26,27,2008,东西,海淀区,haidian,万柳书院,93213,8375346,100,0,39.94167296353855,116.28823812939228,92228,realistic_mock
2018-09-17,78.1,2,15,16,2018,东西,海淀区,shoujingmao,美丽园,81459,6365719,748,0,39.95772588909236,116.29412101791995,83973,realistic_mock
2018-09-19,112.6,3,7,15,2015,西南,海淀区,zhongguancun,万城华府,94911,10688239,138,0,39.949441660755625,116.27631668615638,92629,realistic_mock
2018-09-19,63.3,2,8,25,2005,西南,海淀区,xierqi,美丽园,85493,5409049,264,0,39.92381608618267,116.28310127806839,85699,realistic_mock
2018-09-21,90.3,2,2,17,2018,西南,海淀区,shoujingmao,世纪城,74452,6722230,100,0,39.9399190036726,116.2838195219781,73744,realistic_mock
2018-09-22,74.8,3,12,27,2002,东南,海淀区,zhongguancun,万城华府,87350,6537919,132,0,39.97947774841403,116.27013767741157,91490,realistic_mock
2018-09-24,108.5,3,27,28,2005,东西,海淀区,wudaokou,万城华府,93167,10112493,194,0,39.97128834672796,116.3071449183598,85924,realistic_mock
2018-09-25,74.6,2,13,14,2015,北,海淀区,shoujingmao,曙光花园,104772,7812711,519,0,39.95372436766416,116.30682544002651,108666,realistic_mock
2018-09-25,63.3,4,14,21,2020,南北,海淀区,wudaokou,美丽园,83854,5305617,434,0,39.974755960735486,116.3024276814252,87868,realistic_mock
2018-09-25,83.9,2,4,12,2005,北,海淀区,haidian,上地西里,91101,7643644,100,0,39.93703509745511,116.28774733316034,90612,realistic_mock
2018-09-27,79.8,4,20,21,1998,南北,海淀区,haidian,紫金庄园,84677,6757409,100,0,39.923209117804845,116.30751248981299,82620,realistic_mock
2018-09-27,103.9,1,13,14,2020,东西,海淀区,shoujingmao,当代城市家园,95283,9898740,102,0,39.97080331942381,116.26851398985534,91039,realistic_mock
2018-10-01,73.0,2,10,22,2012,西南,海淀区,shangdi,橡树湾,84959,6203542,269,0,39.94581371020413,116.27441928532741,87293,realistic_mock
2018-10-02,107.7,1,3,30,2018,南北,海淀区,zhongguancun,世纪城,83296,8973035,902,0,39.946624121753516,116.28958303935839,84060,realistic_mock
2018-10-07,60.7,3,11,16,2018,南,海淀区,xierqi,橡树湾,85822,5205377,100,0,39.94830439025111,116.28320830657259,95110,realistic_mock
2018-10-08,137.5,3,9,25,2008,北,海淀区,zhongguancun,观山园,77149,10611505,294,0,39.96104986322347,116.2526673968656,88954,realistic_mock
2018-10-09,83.5,2,16,17,2020,南北,海淀区,shoujingmao,上地西里,73374,6127039,503,0,39.94344215304129,116.2959647999471,63409,realistic_mock
2018-10-11,136.6,3,13,22,1998,东南,海淀区,shoujingmao,当代城市家园,104426,14265332,822,0,39.933502423942656,116.27860771343403,97740,realistic_mock
2018-10-12,49.6,2,25,26,2008,西南,海淀区,wudaokou,世纪城,82746,4103865,100,0,39.9524565416003,116.2664788915721,86525,realistic_mock
2018-10-16,74.8,2,12,13,1998,东西,海淀区,shoujingmao,世纪城,85413,6384719,100,0,39.97091652541035,116.26939920622492,80373,realistic_mock
2018-10-19,61.5,4,1,7,2020,东南,海淀区,shoujingmao,美丽园,88807,5458475,438,0,39.92282835849619,116.25814425187565,88309,realistic_mock
