date,area,rooms,floor,total_floors,year_built,orientation,district,subdistrict,community,price_per_sqm,total_price,dist_metro_m,school_rank,lat,lon,neigh_price,source,title
2016-11-20,84.9,3,24,8,2015,北,海淀区,shoujingmao,橡树湾,68560,5820659,288,0,39.964173732951714,116.27618517592377,66948,mock,橡树湾 3室3厅
2016-11-23,65.3,4,1,22,2005,东西,海淀区,shoujingmao,涧桥泊屋,72292,4717833,136,0,39.9413403629879,116.29314275431106,65259,mock,涧桥泊屋 4室4厅
2016-12-04,102.6,2,2,15,2002,东南,海淀区,xierqi,华清嘉园,66601,6836571,1511,0,39.94441447764338,116.30224520702023,68304,mock,华清嘉园 2室2厅
2016-12-16,100.9,3,22,24,2012,西南,海淀区,haidian,万柳书院,78022,7872880,394,0,39.93557302599639,116.26754346143086,78368,mock,万柳书院 3室3厅
2016-12-20,72.3,2,12,12,2020,北,海淀区,xierqi,紫金庄园,80804,5838537,100,0,39.948142444851094,116.29805632329249,78489,mock,紫金庄园 2室2厅
2016-12-30,60.3,1,16,21,2018,东南,海淀区,xierqi,郦城,90389,5447338,559,0,39.96866975623275,116.25196952992916,101104,mock,郦城 1室1厅
2016-12-31,83.4,2,19,26,2002,东南,海淀区,balizhuang,美丽园,69498,5799270,332,0,39.92687197209958,116.30981943016876,60148,mock,美丽园 2室2厅
2017-01-01,83.1,2,4,25,2018,东南,海淀区,wudaokou,橡树湾,83903,6973003,1600,0,39.94702871428824,116.2808020926135,80149,mock,橡树湾 2室2厅
2017-01-24,127.7,3,7,20,2002,南,海淀区,zhongguancun,郦城,87402,11165072,973,0,39.932639731340345,116.28737799501381,94286,mock,郦城 3室3厅
2017-01-27,112.3,3,16,10,2008,北,海淀区,zhongguancun,观山园,96893,10881853,1493,0,39.95193826183089,116.30431930970256,89966,mock,观山园 3室3厅
2017-01-27,104.3,2,15,22,2020,东南,海淀区,zizhuyuan,华清嘉园,63232,6598220,264,0,39.936194673343536,116.28239056673449,64649,mock,华清嘉园 2室2厅
2017-01-30,52.4,4,1,12,1998,东南,海淀区,haidian,涧桥泊屋,79829,4181339,178,0,39.96941313359671,116.299241769646,69008,mock,涧桥泊屋 4室4厅
2017-01-31,101.2,2,11,8,1998,东南,海淀区,haidian,郦城,84154,8514303,100,0,39.927407814423844,116.30880311657859,77334,mock,郦城 2室2厅
2017-01-31,40.0,3,16,10,2012,南,海淀区,shoujingmao,博雅西园,75512,3020510,553,0,39.94624085434596,116.30595846375324,82226,mock,博雅西园 3室3厅
2017-02-01,111.0,2,27,17,2008,北,海淀区,xierqi,万柳书院,73807,8193609,100,0,39.94990206636437,116.27513552697027,72652,mock,万柳书院 2室2厅
2017-02-07,126.6,3,19,20,2002,西南,海淀区,wudaokou,橡树湾,88342,11187281,232,0,39.94404578365252,116.2835784198785,75046,mock,橡树湾 3室3厅
2017-02-08,77.3,2,19,10,2008,西南,海淀区,zhongguancun,曙光花园,82152,6354431,492,0,39.93525306974401,116.30172504515042,81798,mock,曙光花园 2室2厅
2017-02-09,85.0,2,2,21,2020,东南,海淀区,shoujingmao,曙光花园,69543,5914337,393,0,39.953031900835775,116.27444193145277,69234,mock,曙光花园 2室2厅
2017-02-10,63.0,1,25,30,2015,南北,海淀区,shangdi,世纪城,91480,5763721,205,0,39.93802932551796,116.29819580403763,79222,mock,世纪城 1室1厅
2017-02-12,95.5,1,10,20,2002,东西,海淀区,zizhuyuan,华清嘉园,79581,7599603,368,0,39.9493871520793,116.28171939623935,87121,mock,华清嘉园 1室1厅
2017-02-19,115.6,1,20,16,2018,南,海淀区,haidian,博雅西园,79930,9239741,148,0,39.92514765709397,116.25545612699479,87632,mock,博雅西园 1室1厅
2017-03-06,89.2,1,16,13,2012,北,海淀区,haidian,当代城市家园,75572,6738963,762,0,39.94970879162084,116.2788351946396,81600,mock,当代城市家园 1室1厅
2017-03-08,77.6,2,14,11,2005,东南,海淀区,xierqi,曙光花园,75540,5865045,100,0,39.956838767376404,116.28698569064231,75388,mock,曙光花园 2室2厅
2017-03-10,81.4,3,7,9,2005,西南,海淀区,shangdi,橡树湾,72142,5874790,910,0,39.95159470799956,116.29804498628917,70858,mock,橡树湾 3室3厅
2017-03-12,106.4,3,12,12,2002,南北,海淀区,shangdi,上地西里,93578,9957242,100,0,39.960565582049874,116.27430006591526,96272,mock,上地西里 3室3厅
2017-03-14,82.0,2,5,16,2002,东南,海淀区,zhongguancun,当代城市家园,61974,5081765,100,0,39.92178417567768,116.2543039042689,57931,mock,当代城市家园 2室2厅
2017-03-20,52.9,2,6,14,2015,东南,海淀区,zhongguancun,曙光花园,71383,3777980,660,0,39.94328350845566,116.29775790537603,75625,mock,曙光花园 2室2厅
2017-03-24,78.2,3,1,11,2008,南,海淀区,haidian,观山园,103450,8093327,100,0,39.978068164258914,116.28299185070186,97022,mock,观山园 3室3厅
2017-03-26,66.4,2,22,29,2015,东西,海淀区,balizhuang,世纪城,81501,5408178,100,0,39.978329997424446,116.25085661890115,77502,mock,世纪城 2室2厅
2017-03-27,77.3,2,24,21,2012,北,海淀区,zizhuyuan,万柳书院,80824,6246785,100,0,39.940713388568106,116.28044471632307,80731,mock,万柳书院 2室2厅
2017-03-28,94.0,3,24,23,1998,北,海淀区,shangdi,万城华府,78115,7342200,542,0,39.930793779124095,116.30486668092337,72617,mock,万城华府 3室3厅
2017-04-03,62.4,2,17,9,1998,西南,海淀区,shoujingmao,万柳书院,85207,5316497,229,0,39.968126554941605,116.30867404012525,75724,mock,万柳书院 2室2厅
2017-04-04,95.5,2,24,24,2012,北,海淀区,haidian,橡树湾,61293,5856418,147,0,39.9755635735891,116.25970167319645,61066,mock,橡树湾 2室2厅
2017-04-04,69.0,2,8,12,2002,南,海淀区,wudaokou,郦城,99270,6852422,436,0,39.94060266737448,116.25114595196122,94924,mock,郦城 2室2厅
2017-04-09,97.0,4,20,24,2020,南,海淀区,zhongguancun,涧桥泊屋,66126,6414714,159,0,39.97449137574179,116.25581712741594,61127,mock,涧桥泊屋 4室4厅
2017-04-14,60.2,2,1,19,2005,南北,海淀区,balizhuang,上地东里,84778,5106543,290,0,39.97516351839287,116.27981780897436,79121,mock,上地东里 2室2厅
2017-04-14,76.2,2,12,15,2012,南北,海淀区,shangdi,上地西里,82469,6282129,505,0,39.96660928203442,116.29040518373469,86776,mock,上地西里 2室2厅
2017-04-25,95.7,1,8,20,2005,东南,海淀区,xierqi,当代城市家园,69458,6650571,379,0,39.97658455026468,116.26444156270995,68352,mock,当代城市家园 1室1厅
2017-04-25,46.4,3,4,20,2015,西南,海淀区,zhongguancun,上地东里,61132,2833941,105,0,39.95813791991841,116.30957660794698,63623,mock,上地东里 3室3厅
2017-04-29,92.5,4,12,30,2018,南北,海淀区,wudaokou,紫金庄园,81036,7494733,254,0,39.931935786787705,116.28610119651722,74993,mock,紫金庄园 4室4厅
2017-04-30,86.1,3,27,23,2002,南,海淀区,balizhuang,美丽园,93720,8070978,100,0,39.975333852190325,116.27881420280826,99254,mock,美丽园 3室3厅
2017-05-02,105.3,2,19,15,1998,东南,海淀区,shoujingmao,郦城,77357,8143485,100,0,39.933519015797074,116.26505799968042,75781,mock,郦城 2室2厅
2017-05-09,93.8,3,21,24,2002,南,海淀区,shoujingmao,涧桥泊屋,80666,7569715,1329,0,39.929340512765854,116.26364279725166,76525,mock,涧桥泊屋 3室3厅
2017-05-18,95.6,3,23,14,2015,西南,海淀区,balizhuang,紫金庄园,79067,7558696,1500,0,39.95868033716434,116.26667201400863,85611,mock,紫金庄园 3室3厅
2017-05-23,112.5,3,9,13,2018,南,海淀区,shoujingmao,上地西里,81588,9175989,100,0,39.966372834647814,116.27951206931503,83635,mock,上地西里 3室3厅
2017-05-26,135.8,4,18,24,2005,东南,海淀区,shoujingmao,紫金庄园,80997,10998430,261,0,39.97911716303993,116.27260433819627,78760,mock,紫金庄园 4室4厅
2017-05-31,50.5,1,3,10,2005,南,海淀区,shangdi,上地东里,67584,3411737,384,0,39.97308847682184,116.26388145853556,74170,mock,上地东里 1室1厅
2017-06-11,73.3,3,1,28,2015,南,海淀区,wudaokou,博雅西园,69776,5112014,100,0,39.979933556722,116.26959835496555,73560,mock,博雅西园 3室3厅
2017-06-17,111.7,2,15,28,2012,东南,海淀区,haidian,观山园,79991,8935207,639,0,39.97528746417299,116.30871035801596,80869,mock,观山园 2室2厅
2017-06-17,71.1,2,13,6,2012,南北,海淀区,zhongguancun,万城华府,83090,5908744,649,0,39.9456279518629,116.26401250811558,85465,mock,万城华府 2室2厅
2017-06-20,67.4,3,22,24,2015,北,海淀区,haidian,世纪城,91058,6136509,102,0,39.93327659546397,116.25968501926125,88645,mock,世纪城 3室3厅
2017-06-22,78.4,3,14,13,2020,东南,海淀区,shoujingmao,博雅西园,68925,5405770,144,0,39.97852239662879,116.26020692503856,62425,mock,博雅西园 3室3厅
2017-06-25,90.9,2,24,19,1998,北,海淀区,zizhuyuan,华清嘉园,78838,7168012,579,0,39.935181580455215,116.30193374299033,75453,mock,华清嘉园 2室2厅
2017-07-05,98.8,2,17,15,2020,西南,海淀区,wudaokou,紫金庄园,85358,8431416,713,0,39.95740342322163,116.28994292611543,85696,mock,紫金庄园 2室2厅
2017-07-06,93.9,4,22,25,2002,东西,海淀区,shangdi,当代城市家园,74568,7004654,404,0,39.95595812696837,116.26076136061735,72579,mock,当代城市家园 4室4厅
2017-07-07,127.4,2,25,23,2018,北,海淀区,xierqi,美丽园,86288,10996244,101,0,39.924149214063114,116.29964992449814,85371,mock,美丽园 2室2厅
2017-07-08,87.0,1,8,21,2012,东西,海淀区,zizhuyuan,上地东里,90362,7858521,310,0,39.92475681707788,116.28395103361879,89340,mock,上地东里 1室1厅
2017-07-14,120.1,2,7,27,2015,北,海淀区,zizhuyuan,世纪城,95813,11507543,1264,0,39.972062327586,116.25012845516073,101619,mock,世纪城 2室2厅
2017-08-02,103.3,2,8,24,2002,西南,海淀区,shangdi,涧桥泊屋,79282,8189271,100,0,39.95280076999333,116.29255782821507,82002,mock,涧桥泊屋 2室2厅
2017-08-03,107.1,4,6,12,2015,东南,海淀区,balizhuang,上地西里,86243,9239880,553,0,39.945866744305825,116.25525291984167,83166,mock,上地西里 4室4厅
2017-08-17,99.2,3,4,29,2020,南北,海淀区,shangdi,世纪城,85095,8442998,467,0,39.971818463145034,116.30980855084087,84321,mock,世纪城 3室3厅
2017-08-20,72.9,4,15,14,2002,南北,海淀区,haidian,华清嘉园,80547,5872742,381,0,39.96647802683827,116.28863425521247,77630,mock,华清嘉园 4室4厅
2017-08-30,119.2,2,5,30,1998,南北,海淀区,zhongguancun,博雅西园,88524,10551582,648,0,39.92248246294804,116.27273322541996,93401,mock,博雅西园 2室2厅
2017-08-31,95.5,2,18,7,2020,南,海淀区,zhongguancun,博雅西园,83486,7970358,100,0,39.93648741586531,116.25656399552763,77091,mock,博雅西园 2室2厅
2017-09-01,81.4,3,7,17,2002,南,海淀区,shangdi,华清嘉园,84597,6889676,100,0,39.9357364593089,116.27616422881316,86043,mock,华清嘉园 3室3厅
2017-09-04,77.8,2,10,27,2020,南北,海淀区,zizhuyuan,紫金庄园,78305,6090713,100,0,39.94565251132158,116.25965161760911,83421,mock,紫金庄园 2室2厅
2017-09-09,50.9,4,24,12,2015,东南,海淀区,zizhuyuan,博雅西园,74163,3771885,121,0,39.94833490993671,116.26945973274822,74753,mock,博雅西园 4室4厅
2017-09-11,115.6,1,16,8,2018,南,海淀区,zizhuyuan,万柳书院,82032,9479814,480,0,39.971231959611515,116.25840992600297,80935,mock,万柳书院 1室1厅
2017-09-12,71.0,3,15,10,2012,西南,海淀区,zhongguancun,郦城,79267,5630270,1418,0,39.95373132866388,116.29288519658664,74356,mock,郦城 3室3厅
2017-09-14,85.3,1,21,26,2018,南北,海淀区,xierqi,紫金庄园,72270,6162872,529,0,39.92184651069555,116.2870477648748,68408,mock,紫金庄园 1室1厅
2017-09-14,111.0,2,26,29,2018,东南,海淀区,zizhuyuan,橡树湾,86572,9612810,100,0,39.958184082211005,116.25306812288653,94633,mock,橡树湾 2室2厅
2017-09-19,67.5,2,6,7,1998,东西,海淀区,shangdi,当代城市家园,100135,6761986,506,0,39.971758428268956,116.26075533671447,96833,mock,当代城市家园 2室2厅
2017-09-19,108.5,4,3,26,2008,东南,海淀区,zizhuyuan,观山园,64552,7004485,125,0,39.94911679245658,116.27236121202564,61567,mock,观山园 4室4厅
2017-09-20,131.3,3,11,7,2015,南,海淀区,balizhuang,万城华府,86369,11339347,300,0,39.932698153914195,116.30973786656993,89497,mock,万城华府 3室3厅
2017-09-22,134.3,2,5,30,2005,西南,海淀区,wudaokou,观山园,74240,9968126,100,0,39.925371211807814,116.27602669646443,73971,mock,观山园 2室2厅
2017-09-27,102.4,1,15,30,2002,南,海淀区,shoujingmao,曙光花园,83228,8524998,100,0,39.952740119898124,116.29103850779491,83692,mock,曙光花园 1室1厅
2017-10-02,120.1,2,7,14,2012,东西,海淀区,shangdi,美丽园,82653,9926827,205,0,39.94201736475229,116.27061362848654,91232,mock,美丽园 2室2厅
2017-10-08,88.5,4,1,12,2002,西南,海淀区,balizhuang,涧桥泊屋,81020,7168219,186,0,39.94710180915391,116.27384288342913,80385,mock,涧桥泊屋 4室4厅
2017-10-10,91.4,3,16,14,2018,东西,海淀区,balizhuang,万城华府,72944,6668526,661,0,39.97252931902376,116.26814797904768,67374,mock,万城华府 3室3厅
2017-10-14,101.6,2,22,25,2012,南北,海淀区,shoujingmao,橡树湾,61770,6273926,2425,0,39.93581308876981,116.26674782824645,67170,mock,橡树湾 2室2厅
2017-10-14,82.0,3,18,30,2015,东西,海淀区,wudaokou,世纪城,69049,5663007,525,0,39.93453100673563,116.26030259933842,65726,mock,世纪城 3室3厅
2017-10-20,110.2,2,5,26,2008,东西,海淀区,balizhuang,美丽园,81697,9001421,469,0,39.944248905906626,116.30252227579963,74008,mock,美丽园 2室2厅
2017-10-21,58.1,2,2,30,2018,南北,海淀区,zhongguancun,美丽园,95686,5561456,895,0,39.96939358155479,116.25618250160586,92432,mock,美丽园 2室2厅
2017-10-27,102.4,2,17,6,2020,东西,海淀区,wudaokou,观山园,87747,8985573,176,0,39.94683816537516,116.30793107509409,96915,mock,观山园 2室2厅
2017-10-28,96.1,2,20,15,2020,南,海淀区,xierqi,紫金庄园,74289,7137145,194,0,39.950401147451245,116.3013600644936,78056,mock,紫金庄园 2室2厅
2017-10-30,113.3,2,19,27,2002,西南,海淀区,wudaokou,上地东里,65833,7460171,237,0,39.96978927588304,116.2892835209099,74572,mock,上地东里 2室2厅
2017-11-04,96.6,2,4,23,2005,西南,海淀区,balizhuang,曙光花园,76278,7372237,100,0,39.96608536270512,116.29483347870531,70651,mock,曙光花园 2室2厅
2017-11-10,77.8,3,22,13,2002,东南,海淀区,balizhuang,紫金庄园,82371,6409122,100,0,39.92106020268773,116.25616609455899,81067,mock,紫金庄园 3室3厅
2017-11-13,83.0,4,17,25,2008,西南,海淀区,shangdi,上地西里,69237,5744858,157,0,39.92425495756928,116.27098776370846,73726,mock,上地西里 4室4厅
2017-11-15,81.4,2,6,19,2015,北,海淀区,shangdi,郦城,81919,6671554,100,0,39.969358875631634,116.26260284023752,82548,mock,郦城 2室2厅
2017-11-15,115.4,1,25,14,2020,北,海淀区,shoujingmao,上地西里,79033,9122102,100,0,39.97234367380129,116.28678697434415,74224,mock,上地西里 1室1厅
2017-11-16,99.8,2,16,7,2012,东南,海淀区,xierqi,上地东里,78245,7807088,1304,0,39.95068805240256,116.29403522221726,76210,mock,上地东里 2室2厅
2017-11-21,80.1,4,9,18,2002,南,海淀区,shangdi,紫金庄园,86297,6915761,295,0,39.93279223588335,116.29690373934028,83019,mock,紫金庄园 4室4厅
2017-11-24,82.0,1,1,29,2018,南,海淀区,wudaokou,郦城,74744,6126054,1086,0,39.93896936629861,116.2804340885213,79326,mock,郦城 1室1厅
2017-11-28,81.8,2,13,11,2020,南北,海淀区,shangdi,当代城市家园,87238,7139018,100,0,39.9702213278389,116.25473410976947,90274,mock,当代城市家园 2室2厅
2017-11-30,108.1,2,19,12,2002,西南,海淀区,shoujingmao,观山园,72591,7848218,638,0,39.9632066800109,116.25516814629295,66138,mock,观山园 2室2厅
2017-12-01,91.3,2,20,18,2012,东西,海淀区,shoujingmao,当代城市家园,81858,7476792,164,0,39.944135624821016,116.25307345778425,76536,mock,当代城市家园 2室2厅
2017-12-05,66.3,2,26,29,2020,北,海淀区,shangdi,美丽园,92501,6129127,418,0,39.941014196859626,116.3050259103103,82743,mock,美丽园 2室2厅
2017-12-10,65.5,2,21,23,2008,东西,海淀区,xierqi,美丽园,93312,6115233,100,0,39.97327237591108,116.2921795035688,94310,mock,美丽园 2室2厅
2017-12-12,105.9,4,21,29,2005,西南,海淀区,zhongguancun,上地西里,70803,7497082,570,0,39.93127057115227,116.29318748720128,70119,mock,上地西里 4室4厅
2017-12-12,82.5,2,18,7,2018,北,海淀区,haidian,当代城市家园,85182,7025171,129,0,39.937776410342245,116.25991601634378,87277,mock,当代城市家园 2室2厅
2017-12-13,92.9,2,12,29,1998,西南,海淀区,wudaokou,观山园,97283,9036865,218,0,39.967080095836664,116.28836168141845,109979,mock,观山园 2室2厅
2017-12-15,83.2,2,22,20,2018,南,海淀区,shoujingmao,橡树湾,96656,8037953,551,0,39.931071261161385,116.2625609594002,93554,mock,橡树湾 2室2厅
2017-12-28,94.0,2,11,23,1998,北,海淀区,zizhuyuan,美丽园,87968,8273156,100,0,39.936079836013064,116.30473249420689,92225,mock,美丽园 2室2厅
2017-12-28,89.7,1,23,7,2012,北,海淀区,zhongguancun,上地西里,64132,5751744,1724,0,39.9233555810077,116.25853088258324,62596,mock,上地西里 1室1厅
2017-12-28,95.7,1,14,29,2008,北,海淀区,shoujingmao,当代城市家园,72795,6968291,170,0,39.94788042877638,116.28898642095857,75794,mock,当代城市家园 1室1厅
2017-12-30,111.4,2,14,14,2002,南,海淀区,shoujingmao,曙光花园,54765,6102649,162,0,39.94367433891914,116.28179643521581,52890,mock,曙光花园 2室2厅
2017-12-30,49.8,2,9,18,2018,东南,海淀区,wudaokou,郦城,73513,3658174,1317,0,39.93053478665808,116.26065347518279,73156,mock,郦城 2室2厅
2017-12-30,81.9,2,2,10,2002,西南,海淀区,shangdi,橡树湾,80281,6573407,104,0,39.94814643266286,116.26611373004722,71770,mock,橡树湾 2室2厅
2018-01-05,98.0,2,9,27,2012,东南,海淀区,haidian,美丽园,76448,7492322,100,0,39.97724789849427,116.26339532406416,68709,mock,美丽园 2室2厅
2018-01-06,92.8,2,21,7,2018,南,海淀区,haidian,华清嘉园,88883,8244567,455,0,39.932172390554854,116.29473769995123,92966,mock,华清嘉园 2室2厅
2018-01-06,127.7,2,12,14,2018,东南,海淀区,balizhuang,曙光花园,96628,12342131,216,0,39.93858013222408,116.30626954799911,92845,mock,曙光花园 2室2厅
2018-01-07,41.1,3,1,8,2002,南北,海淀区,xierqi,上地东里,79179,3256149,166,0,39.96314116658978,116.2672192079683,79600,mock,上地东里 3室3厅
2018-01-13,53.0,4,5,7,1998,南北,海淀区,xierqi,世纪城,113341,6011145,414,0,39.92101814775893,116.30762200647733,119263,mock,世纪城 4室4厅
2018-01-17,122.2,3,25,19,2002,东南,海淀区,zhongguancun,涧桥泊屋,91111,11129826,472,0,39.923095748399525,116.290195047873,91628,mock,涧桥泊屋 3室3厅
2018-02-06,89.8,1,22,26,2020,南,海淀区,shangdi,上地西里,90712,8148112,1606,0,39.93259051969139,116.29950784005997,79191,mock,上地西里 1室1厅
2018-02-12,129.2,3,15,25,2015,西南,海淀区,shoujingmao,万城华府,80600,10416235,176,0,39.97937119757005,116.26575434228616,84743,mock,万城华府 3室3厅
2018-02-12,106.6,3,9,21,2015,南北,海淀区,shangdi,博雅西园,92187,9826914,205,0,39.97130470315818,116.27591511186876,82366,mock,博雅西园 3室3厅
2018-02-13,134.8,2,10,16,2002,东西,海淀区,shoujingmao,橡树湾,84886,11441175,100,0,39.933971513412565,116.27952010376593,80184,mock,橡树湾 2室2厅
2018-02-17,145.9,3,20,10,2015,东南,海淀区,haidian,紫金庄园,79596,11610099,110,0,39.92074424217664,116.27812607792787,80055,mock,紫金庄园 3室3厅
2018-02-26,124.8,3,22,15,2015,西南,海淀区,xierqi,世纪城,72402,9038495,205,0,39.96042537378705,116.27702102314684,68692,mock,世纪城 3室3厅
2018-03-01,118.9,4,25,27,2012,北,海淀区,shangdi,紫金庄园,74113,8808997,492,0,39.94890001927785,116.27267925540734,69016,mock,紫金庄园 4室4厅
2018-03-05,62.2,2,27,13,2020,南北,海淀区,wudaokou,万柳书院,78645,4889852,856,0,39.93221066649991,116.30240166707048,82804,mock,万柳书院 2室2厅
2018-03-07,49.9,3,3,6,2008,南,海淀区,shangdi,美丽园,80229,4005627,100,0,39.96062226889293,116.29819272739465,88323,mock,美丽园 3室3厅
2018-03-09,64.2,2,20,20,2002,南北,海淀区,balizhuang,橡树湾,81948,5261175,100,0,39.956383167018984,116.2906478012544,90956,mock,橡树湾 2室2厅
2018-03-19,94.9,2,26,26,2008,北,海淀区,shangdi,紫金庄园,72510,6881839,501,0,39.93760120528646,116.28152821844135,75527,mock,紫金庄园 2室2厅
2018-03-21,85.6,4,5,29,2008,东西,海淀区,balizhuang,紫金庄园,83300,7133367,166,0,39.9312636845299,116.299272012201,83680,mock,紫金庄园 4室4厅
2018-03-22,115.7,1,17,7,1998,南,海淀区,shoujingmao,上地东里,80483,9314785,257,0,39.94168922898931,116.27152362117276,92882,mock,上地东里 1室1厅
2018-03-23,105.6,3,21,25,2012,北,海淀区,shoujingmao,美丽园,76792,8106158,100,0,39.95159742783614,116.26476417952789,64709,mock,美丽园 3室3厅
2018-03-23,106.4,3,1,9,2005,南北,海淀区,xierqi,紫金庄园,68817,7321483,378,0,39.932785100521095,116.30634342575803,61594,mock,紫金庄园 3室3厅
2018-03-25,67.0,2,7,13,2015,北,海淀区,zizhuyuan,世纪城,72920,4887615,118,0,39.92555099727099,116.25605649753338,71700,mock,世纪城 2室2厅
2018-04-08,73.8,3,4,15,2002,南北,海淀区,xierqi,美丽园,80980,5974864,614,0,39.931522019141696,116.28830050503487,75288,mock,美丽园 3室3厅
2018-04-09,96.2,2,20,23,2002,南,海淀区,balizhuang,世纪城,65446,6294873,100,0,39.92515462329217,116.2928471484555,68507,mock,世纪城 2室2厅
2018-04-10,51.5,2,2,16,2018,南,海淀区,balizhuang,郦城,92512,4768955,250,0,39.92360854055605,116.28373780895268,94607,mock,郦城 2室2厅
2018-04-11,96.3,1,2,15,2012,北,海淀区,wudaokou,世纪城,77398,7452118,2207,0,39.96803216630761,116.30073852549747,69866,mock,世纪城 1室1厅
2018-04-13,110.9,2,10,9,2012,东南,海淀区,zhongguancun,观山园,73295,8127606,100,0,39.9631675980602,116.30127411984196,72502,mock,观山园 2室2厅
2018-04-15,110.0,4,27,18,2008,东南,海淀区,shangdi,万城华府,74888,8239120,1786,0,39.9215142407509,116.26515876183728,79065,mock,万城华府 4室4厅
2018-04-16,98.5,4,22,9,2002,东西,海淀区,zizhuyuan,涧桥泊屋,93533,9213620,620,0,39.9355421086462,116.29252060319793,90888,mock,涧桥泊屋 4室4厅
2018-04-26,74.4,3,19,15,2005,东南,海淀区,wudaokou,华清嘉园,87681,6520738,100,0,39.95991637017422,116.25472191460246,88821,mock,华清嘉园 3室3厅
2018-04-27,63.5,1,11,22,2015,东南,海淀区,xierqi,涧桥泊屋,75855,4816919,434,0,39.9651095087574,116.29871677407827,77558,mock,涧桥泊屋 1室1厅
2018-04-28,53.6,1,14,19,1998,东西,海淀区,wudaokou,华清嘉园,89375,4787042,248,0,39.94631230931225,116.26311059006125,93252,mock,华清嘉园 1室1厅
2018-04-29,98.3,2,17,16,1998,西南,海淀区,xierqi,紫金庄园,87183,8566153,702,0,39.96183256291458,116.2928595981441,86267,mock,紫金庄园 2室2厅
2018-04-29,86.4,2,8,24,2002,南北,海淀区,zizhuyuan,曙光花园,76138,6579734,293,0,39.93143456279103,116.27772236057038,81268,mock,曙光花园 2室2厅
2018-05-15,61.8,3,22,16,2018,南北,海淀区,shangdi,博雅西园,79321,4902404,248,0,39.972096350324506,116.29363014418598,76905,mock,博雅西园 3室3厅
2018-05-25,106.8,1,6,28,2008,东西,海淀区,shangdi,郦城,75082,8019094,713,0,39.978828247866986,116.27963082088449,72587,mock,郦城 1室1厅
2018-06-05,130.8,2,4,26,2002,东南,海淀区,xierqi,紫金庄园,85936,11243187,258,0,39.97966700531274,116.30879916643723,88035,mock,紫金庄园 2室2厅
2018-06-06,74.3,2,3,10,2002,东西,海淀区,shoujingmao,涧桥泊屋,76562,5690551,1373,0,39.920315229113505,116.25618562476083,81490,mock,涧桥泊屋 2室2厅
2018-06-09,116.0,1,24,25,2005,北,海淀区,haidian,博雅西园,77650,9005725,288,0,39.96818273148055,116.27241901778238,73612,mock,博雅西园 1室1厅
2018-06-10,48.3,3,5,22,2020,西南,海淀区,haidian,橡树湾,78692,3803405,100,0,39.955336161353756,116.28123932122405,77161,mock,橡树湾 3室3厅
2018-06-13,109.7,2,15,26,2015,南,海淀区,zizhuyuan,涧桥泊屋,82706,9070835,100,0,39.94303682053425,116.2766664574603,89757,mock,涧桥泊屋 2室2厅
2018-06-14,112.0,3,5,24,2012,东南,海淀区,wudaokou,万柳书院,70080,7847123,250,0,39.9613937601988,116.30303986661227,68278,mock,万柳书院 3室3厅
2018-06-21,83.7,3,12,28,2018,南北,海淀区,zizhuyuan,紫金庄园,81680,6838623,100,0,39.95645269111409,116.26023144742123,78677,mock,紫金庄园 3室3厅
2018-07-04,67.5,1,27,27,2020,南,海淀区,shoujingmao,紫金庄园,60936,4112285,100,0,39.96294415558465,116.30836762209938,60912,mock,紫金庄园 1室1厅
2018-07-11,76.2,2,7,19,2002,东南,海淀区,balizhuang,美丽园,75914,5784172,553,0,39.939726457249556,116.28665160501102,68569,mock,美丽园 2室2厅
2018-07-20,90.7,2,10,16,2018,东西,海淀区,haidian,世纪城,81548,7397123,181,0,39.95364063164021,116.27886371303065,81947,mock,世纪城 2室2厅
2018-07-20,144.8,4,22,19,2008,西南,海淀区,xierqi,涧桥泊屋,72628,10519478,313,0,39.92122862500173,116.28131250662241,75490,mock,涧桥泊屋 4室4厅
2018-07-25,86.3,1,24,21,2015,东西,海淀区,shoujingmao,博雅西园,70532,6088121,145,0,39.95086877852786,116.29280744162604,66187,mock,博雅西园 1室1厅
2018-08-02,63.4,3,15,16,1998,北,海淀区,zizhuyuan,上地西里,73359,4649812,100,0,39.936455711009536,116.28285671904857,71567,mock,上地西里 3室3厅
2018-08-04,111.6,3,20,15,1998,南北,海淀区,balizhuang,橡树湾,90502,10096539,202,0,39.929379018242535,116.29427705684385,97509,mock,橡树湾 3室3厅
2018-08-08,84.9,3,7,23,2005,东南,海淀区,balizhuang,博雅西园,71137,6036075,438,0,39.95148033840114,116.28836248803256,74520,mock,博雅西园 3室3厅
2018-08-20,103.5,2,25,29,2015,南北,海淀区,haidian,郦城,82141,8504567,116,0,39.934935739262876,116.28542285791224,81205,mock,郦城 2室2厅
2018-08-20,127.2,3,18,22,2015,南,海淀区,shangdi,郦城,72646,9239316,272,0,39.936998285745496,116.29720617020143,77109,mock,郦城 3室3厅
2018-08-22,76.7,2,6,19,2020,东南,海淀区,zhongguancun,华清嘉园,73542,5640965,248,0,39.94340396394486,116.30181462018835,68881,mock,华清嘉园 2室2厅
2018-08-26,83.4,4,15,29,2020,东西,海淀区,shangdi,紫金庄园,79383,6621934,484,0,39.95357892100922,116.25058625084515,80425,mock,紫金庄园 4室4厅
