date,area,rooms,floor,year_built,price_per_sqm,total_price,district,source
2015-10-23,90.8,3,1,1995,59704,5419783,海淀区,public_trend_based
2015-10-22,91.6,2,22,2020,67979,6224284,海淀区,public_trend_based
2015-10-02,100.0,2,1,1995,49878,4986953,海淀区,public_trend_based
2015-10-05,76.9,4,7,1995,57358,4408571,海淀区,public_trend_based
2015-10-03,94.1,3,3,2020,57851,5442602,海淀区,public_trend_based
2015-10-15,118.2,3,8,2015,67746,8004643,海淀区,public_trend_based
2015-10-20,102.1,2,7,2020,54633,5580662,海淀区,public_trend_based
2015-10-24,94.3,2,8,1995,54439,5136167,海淀区,public_trend_based
2015-10-07,56.5,1,4,1995,45142,2548560,海淀区,public_trend_based
2015-10-26,91.5,4,2,2000,58978,5398761,海淀区,public_trend_based
2015-10-04,91.7,1,12,2005,60319,5531145,海淀区,public_trend_based
2015-10-16,67.9,3,3,1995,44207,3002455,海淀区,public_trend_based
2015-10-10,84.1,2,7,2005,49988,4205389,海淀区,public_trend_based
2015-10-24,107.1,1,6,1995,53018,5679177,海淀区,public_trend_based
2015-10-09,107.1,2,17,2020,62292,6668568,海淀区,public_trend_based
2015-10-10,111.3,2,6,2015,59518,6627289,海淀区,public_trend_based
2015-10-06,113.2,2,10,2005,53026,6000193,海淀区,public_trend_based
2015-10-18,139.5,2,6,2015,59243,8261702,海淀区,public_trend_based
2015-10-23,71.1,2,10,2015,61529,4377604,海淀区,public_trend_based
2015-10-03,72.9,3,10,2020,59278,4320317,海淀区,public_trend_based
2015-10-22,94.6,2,18,2020,66863,6325420,海淀区,public_trend_based
2015-10-07,67.2,3,24,2020,71708,4818898,海淀区,public_trend_based
2015-10-13,88.8,1,18,1995,49212,4369782,海淀区,public_trend_based
2015-10-02,119.8,1,7,1995,48628,5824365,海淀区,public_trend_based
2015-10-25,104.1,2,11,2015,65096,6776417,海淀区,public_trend_based
2015-10-11,96.4,2,16,1995,54714,5271733,海淀区,public_trend_based
2015-10-21,84.4,3,22,2010,56852,4799893,海淀区,public_trend_based
2015-10-21,51.4,1,15,2010,50144,2578778,海淀区,public_trend_based
2015-10-11,76.3,2,21,2015,66905,5101692,海淀区,public_trend_based
2015-10-26,104.0,3,19,2020,57113,5936955,海淀区,public_trend_based
2015-10-14,76.1,2,7,2010,55241,4201484,海淀区,public_trend_based
2015-10-19,112.9,1,17,2010,55608,6279669,海淀区,public_trend_based
2015-10-21,95.8,2,21,2015,56240,5389010,海淀区,public_trend_based
2015-10-13,66.7,3,8,2015,64221,4284059,海淀区,public_trend_based
2015-10-25,82.6,2,10,2010,58595,4842252,海淀区,public_trend_based
2015-10-01,133.2,2,11,2005,61127,8140783,海淀区,public_trend_based
2015-10-04,107.6,1,12,2015,60807,6542304,海淀区,public_trend_based
2015-10-10,84.2,1,4,2005,42881,3610495,海淀区,public_trend_based
2015-10-21,148.8,2,16,2015,70775,10530744,海淀区,public_trend_based
2015-10-02,107.9,2,11,1995,59719,6445383,海淀区,public_trend_based
2015-10-22,49.7,2,19,2015,63081,3133603,海淀区,public_trend_based
2015-10-15,43.6,2,7,2000,49359,2153196,海淀区,public_trend_based
2015-10-02,81.4,1,10,2010,55863,4548400,海淀区,public_trend_based
2015-10-05,98.7,3,11,2005,60161,5940163,海淀区,public_trend_based
2015-10-16,62.2,2,12,2020,50741,3155512,海淀区,public_trend_based
2015-10-18,68.4,2,16,1995,51456,3518468,海淀区,public_trend_based
2015-10-13,89.0,2,8,2020,57351,5103836,海淀区,public_trend_based
2015-10-03,106.5,3,14,2020,65028,6925007,海淀区,public_trend_based
2015-10-08,81.0,4,6,1995,56181,4552579,海淀区,public_trend_based
2015-10-20,126.2,4,6,1995,50313,6350075,海淀区,public_trend_based
2015-10-23,70.2,1,5,2005,48416,3396508,海淀区,public_trend_based
2015-10-01,89.6,3,24,2000,57087,5117233,海淀区,public_trend_based
2015-10-12,83.1,2,18,2010,54737,4548889,海淀区,public_trend_based
2015-10-02,111.1,1,23,2005,60433,6715841,海淀区,public_trend_based
2015-10-13,58.0,3,11,1995,56829,3295183,海淀区,public_trend_based
2015-10-24,75.9,3,16,2000,51877,3936431,海淀区,public_trend_based
2015-10-15,48.9,4,20,2005,57719,2820365,海淀区,public_trend_based
2015-10-15,59.1,2,13,2010,50083,2958806,海淀区,public_trend_based
2015-10-25,75.1,3,17,1995,49697,3731771,海淀区,public_trend_based
2015-10-09,67.0,2,23,2010,69097,4631446,海淀区,public_trend_based
2015-10-16,113.5,1,20,1995,44074,5000382,海淀区,public_trend_based
2015-10-08,95.6,2,9,2020,65644,6272998,海淀区,public_trend_based
2015-10-24,85.4,3,24,2020,74986,6403288,海淀区,public_trend_based
2015-10-22,82.9,2,10,2005,50657,4199395,海淀区,public_trend_based
2015-10-01,61.4,1,18,2000,59264,3641096,海淀区,public_trend_based
2015-10-18,98.9,4,17,2020,67849,6713007,海淀区,public_trend_based
2015-10-09,40.0,2,24,1995,55930,2237200,海淀区,public_trend_based
2015-10-09,123.1,1,6,2015,52822,6501719,海淀区,public_trend_based
2015-10-09,59.9,2,2,2010,65699,3936993,海淀区,public_trend_based
2015-10-14,131.4,2,22,2010,55441,7286422,海淀区,public_trend_based
2015-10-06,95.3,2,10,1995,47752,4549787,海淀区,public_trend_based
2015-10-03,122.4,3,16,2020,60569,7414801,海淀区,public_trend_based
2015-10-07,85.8,2,9,2020,57698,4951822,海淀区,public_trend_based
2015-10-17,80.3,2,22,1995,48666,3907890,海淀区,public_trend_based
2015-10-24,67.5,2,5,1995,48423,3267186,海淀区,public_trend_based
2015-11-16,93.1,2,4,2005,52442,4884921,海淀区,public_trend_based
2015-11-03,69.5,2,20,1995,51050,3547695,海淀区,public_trend_based
2015-11-27,85.7,4,16,2010,53305,4570497,海淀区,public_trend_based
2015-11-25,127.3,2,2,2005,57095,7270320,海淀区,public_trend_based
2015-11-22,98.9,1,11,2010,55971,5537264,海淀区,public_trend_based
2015-11-20,99.5,3,22,2000,63957,6366055,海淀区,public_trend_based
2015-11-03,80.6,3,4,1995,56130,4525781,海淀区,public_trend_based
2015-11-09,90.7,2,21,2020,62868,5703984,海淀区,public_trend_based
2015-11-27,104.0,1,23,1995,49010,5099391,海淀区,public_trend_based
2015-11-10,78.3,2,24,2005,61679,4832274,海淀区,public_trend_based
2015-11-01,71.6,3,20,2005,58256,4168947,海淀区,public_trend_based
2015-11-02,42.7,1,13,1995,56409,2405988,海淀区,public_trend_based
2015-11-16,117.5,1,11,2020,52217,6135165,海淀区,public_trend_based
2015-11-03,90.5,3,17,1995,47145,4267071,海淀区,public_trend_based
2015-11-16,103.0,3,17,1995,49659,5117035,海淀区,public_trend_based
2015-11-22,92.1,3,23,2020,64267,5921038,海淀区,public_trend_based
2015-11-18,105.5,1,14,2005,55153,5820691,海淀区,public_trend_based
2015-11-15,107.4,2,13,2015,57050,6126090,海淀区,public_trend_based
2015-11-10,79.1,2,10,2020,56312,4454731,海淀区,public_trend_based
2015-11-02,68.9,1,20,2010,48755,3358782,海淀区,public_trend_based
2015-11-23,83.3,3,4,2015,59515,4954726,海淀区,public_trend_based
2015-11-27,73.7,1,20,2000,55402,4081579,海淀区,public_trend_based
2015-11-08,62.8,2,6,2015,56895,3572617,海淀区,public_trend_based
2015-11-03,61.9,3,15,1995,54902,3397564,海淀区,public_trend_based
2015-11-09,91.6,4,14,2005,64823,5936144,海淀区,public_trend_based
2015-11-12,106.1,2,7,2020,59642,6327797,海淀区,public_trend_based
2015-11-10,96.3,2,17,2020,65029,6263452,海淀区,public_trend_based
2015-11-24,121.6,1,2,2005,51364,6244990,海淀区,public_trend_based
2015-11-05,94.7,1,17,2015,52362,4959989,海淀区,public_trend_based
2015-11-27,96.4,4,22,2000,49359,4756347,海淀区,public_trend_based
2015-11-09,79.8,3,22,2005,59531,4753463,海淀区,public_trend_based
2015-11-16,50.5,3,2,2000,58860,2970966,海淀区,public_trend_based
2015-11-20,107.0,2,23,2020,65766,7034846,海淀区,public_trend_based
2015-11-11,83.3,2,20,2020,60035,5002186,海淀区,public_trend_based
2015-11-27,76.5,3,3,2015,51975,3975408,海淀区,public_trend_based
2015-11-20,49.4,4,7,2005,62880,3104969,海淀区,public_trend_based
2015-11-15,122.5,1,16,2005,47313,5796463,海淀区,public_trend_based
2015-11-01,42.1,1,20,2015,50449,2124783,海淀区,public_trend_based
2015-11-07,104.5,4,16,2005,69679,7280350,海淀区,public_trend_based
2015-11-08,40.0,2,19,2000,50473,2018920,海淀区,public_trend_based
2015-11-20,72.4,2,11,2010,57123,4135084,海淀区,public_trend_based
2015-11-26,116.2,4,14,1995,51411,5971435,海淀区,public_trend_based
2015-11-11,74.9,2,1,2015,61582,4613798,海淀区,public_trend_based
2015-11-07,89.7,4,21,2005,72674,6521847,海淀区,public_trend_based
2015-11-16,103.9,2,4,2010,50776,5274550,海淀区,public_trend_based
2015-11-24,116.1,1,18,2000,52254,6064473,海淀区,public_trend_based
2015-11-15,87.4,1,19,2015,65100,5689004,海淀区,public_trend_based
2015-11-22,74.3,2,4,2010,60585,4498712,海淀区,public_trend_based
2015-11-19,91.0,2,2,2020,41421,3770949,海淀区,public_trend_based
2015-11-14,101.5,2,17,2010,51217,5200217,海淀区,public_trend_based
2015-11-12,102.4,2,8,2010,50903,5212650,海淀区,public_trend_based
2015-11-13,136.5,1,2,2015,55351,7555290,海淀区,public_trend_based
2015-11-18,66.5,2,18,1995,57388,3816380,海淀区,public_trend_based
2015-11-10,89.2,1,19,2020,42715,3808526,海淀区,public_trend_based
2015-11-04,112.8,3,13,2010,49071,5533744,海淀区,public_trend_based
2015-11-17,62.9,2,11,2010,65439,4116698,海淀区,public_trend_based
2015-11-16,79.8,2,8,2000,60252,4808699,海淀区,public_trend_based
2015-11-27,60.9,2,24,2000,74761,4555457,海淀区,public_trend_based
2015-11-06,80.6,3,20,2010,58938,4749229,海淀区,public_trend_based
2015-11-25,111.9,2,14,2005,44264,4951608,海淀区,public_trend_based
2015-11-26,70.0,3,12,2010,57447,4023445,海淀区,public_trend_based
2015-11-27,76.7,2,15,2010,56982,4372669,海淀区,public_trend_based
2015-11-16,59.2,2,20,2005,63842,3781544,海淀区,public_trend_based
2015-11-20,112.1,1,5,1995,55116,6177415,海淀区,public_trend_based
2015-11-01,89.6,4,6,2000,49592,4442216,海淀区,public_trend_based
2015-11-16,93.6,3,5,2005,61392,5748945,海淀区,public_trend_based
2015-11-21,60.4,3,11,2005,59769,3607855,海淀区,public_trend_based
2015-11-10,68.7,3,12,2020,68750,4723305,海淀区,public_trend_based
2015-11-22,137.5,4,17,2015,60179,8275929,海淀区,public_trend_based
2015-11-16,67.9,1,20,2010,57219,3887378,海淀区,public_trend_based
2015-11-01,108.6,2,3,2020,63210,6864623,海淀区,public_trend_based
2015-11-12,83.4,3,24,1995,57806,4818895,海淀区,public_trend_based
2015-11-17,72.9,2,14,2010,62210,4534954,海淀区,public_trend_based
2015-11-03,95.3,2,8,2015,63823,6080778,海淀区,public_trend_based
2015-11-21,80.1,3,9,1995,62612,5017466,海淀区,public_trend_based
2015-11-11,75.6,2,23,2010,67003,5065473,海淀区,public_trend_based
2015-11-20,107.1,3,3,2005,50196,5376320,海淀区,public_trend_based
2015-11-20,119.7,3,7,1995,52888,6330773,海淀区,public_trend_based
2015-11-21,67.7,1,2,2020,50024,3387506,海淀区,public_trend_based
2015-11-08,132.9,2,15,2010,60841,8087756,海淀区,public_trend_based
2015-12-15,91.1,3,23,2020,68793,6264503,海淀区,public_trend_based
2015-12-24,78.3,1,17,2020,54979,4303660,海淀区,public_trend_based
2015-12-08,113.9,2,9,2005,52793,6012977,海淀区,public_trend_based
2015-12-05,98.7,4,6,1995,57166,5644920,海淀区,public_trend_based
2015-12-20,95.4,2,11,2015,64967,6200655,海淀区,public_trend_based
2015-12-01,51.6,3,21,2015,65269,3371141,海淀区,public_trend_based
2015-12-19,52.5,2,21,1995,55746,2926341,海淀区,public_trend_based
2015-12-27,60.1,3,9,2000,75175,4516426,海淀区,public_trend_based
2015-12-20,70.1,3,9,2005,51413,3602347,海淀区,public_trend_based
2015-12-27,107.7,4,24,2005,52126,5613103,海淀区,public_trend_based
2015-12-26,150.5,2,13,2005,52721,7933433,海淀区,public_trend_based
2015-12-27,85.8,2,18,2000,57906,4970992,海淀区,public_trend_based
2015-12-18,122.4,2,10,2010,62296,7626896,海淀区,public_trend_based
2015-12-22,86.6,3,13,2010,67102,5811706,海淀区,public_trend_based
2015-12-01,112.8,2,9,2000,52086,5873090,海淀区,public_trend_based
2015-12-20,101.6,2,19,2005,57589,5849678,海淀区,public_trend_based
2015-12-20,88.0,4,19,2005,58307,5133647,海淀区,public_trend_based
2015-12-22,67.6,4,3,2000,62113,4201511,海淀区,public_trend_based
2015-12-08,55.4,1,14,2000,54633,3029132,海淀区,public_trend_based
2015-12-08,57.5,2,6,2010,51259,2949276,海淀区,public_trend_based
2015-12-21,66.0,2,13,1995,59528,3927934,海淀区,public_trend_based
2015-12-14,109.3,3,20,2015,67779,7408537,海淀区,public_trend_based
2015-12-26,67.7,3,13,2020,61044,4131256,海淀区,public_trend_based
2015-12-26,170.4,2,2,2010,56794,9679731,海淀区,public_trend_based
2015-12-11,68.5,2,2,2005,62280,4263853,海淀区,public_trend_based
2015-12-23,67.8,2,14,2015,65659,4450620,海淀区,public_trend_based
2015-12-17,112.9,2,24,2000,56009,6323166,海淀区,public_trend_based
2015-12-04,65.9,4,19,2000,70948,4676378,海淀区,public_trend_based
2015-12-24,85.9,2,13,1995,54819,4707488,海淀区,public_trend_based
2015-12-13,47.5,2,3,2015,54805,2604329,海淀区,public_trend_based
2015-12-17,67.6,2,13,2020,71429,4825194,海淀区,public_trend_based
2015-12-25,106.1,2,11,2000,51883,5506518,海淀区,public_trend_based
2015-12-13,86.8,4,20,1995,69009,5992519,海淀区,public_trend_based
2015-12-13,106.6,1,16,2020,51598,5497925,海淀区,public_trend_based
2015-12-02,98.5,1,9,1995,41250,4062955,海淀区,public_trend_based
2015-12-19,103.2,2,1,2015,51479,5314521,海淀区,public_trend_based
2015-12-23,86.7,4,10,2015,66384,5755174,海淀区,public_trend_based
2015-12-22,119.4,1,9,1995,50449,6023931,海淀区,public_trend_based
2015-12-23,88.6,4,4,2015,56896,5040366,海淀区,public_trend_based
2015-12-16,66.6,3,14,2005,55867,3720076,海淀区,public_trend_based
2015-12-01,77.2,3,6,1995,56226,4339330,海淀区,public_trend_based
2015-12-19,84.7,3,21,2020,68881,5836959,海淀区,public_trend_based
2015-12-02,86.8,1,15,2005,56581,4910222,海淀区,public_trend_based
2015-12-08,57.7,1,2,1995,51308,2962196,海淀区,public_trend_based
2015-12-06,82.6,4,20,2000,75469,6235957,海淀区,public_trend_based
2015-12-26,122.3,2,11,2000,53596,6554708,海淀区,public_trend_based
2015-12-27,73.7,2,10,2005,62325,4596071,海淀区,public_trend_based
2015-12-19,77.6,3,9,2015,60000,4658932,海淀区,public_trend_based
2015-12-07,80.6,1,4,2000,47131,3800455,海淀区,public_trend_based
2015-12-21,93.1,2,16,2015,55842,5198995,海淀区,public_trend_based
2015-12-07,89.0,1,12,2000,58596,5217216,海淀区,public_trend_based
2015-12-07,141.9,2,23,2005,37416,5310373,海淀区,public_trend_based
2015-12-11,58.0,3,14,2020,64872,3763094,海淀区,public_trend_based
2015-12-20,88.4,2,14,2010,58504,5170255,海淀区,public_trend_based
2015-12-12,94.7,1,16,2000,57746,5471053,海淀区,public_trend_based
2016-01-10,101.2,2,15,2010,54346,5498931,海淀区,public_trend_based
2016-01-10,72.8,2,6,2010,51262,3729956,海淀区,public_trend_based
2016-01-09,92.7,2,10,2005,54748,5075444,海淀区,public_trend_based
2016-01-25,63.7,2,13,2010,66613,4240828,海淀区,public_trend_based
2016-01-03,50.3,2,20,2015,54430,2739182,海淀区,public_trend_based
2016-01-18,110.3,2,6,2020,60210,6640669,海淀区,public_trend_based
2016-01-19,120.3,2,16,2015,53252,6407784,海淀区,public_trend_based
2016-01-21,113.1,2,14,1995,59787,6762123,海淀区,public_trend_based
2016-01-18,76.5,3,2,2005,57375,4391312,海淀区,public_trend_based
2016-01-26,65.1,2,16,2010,51427,3346994,海淀区,public_trend_based
2016-01-27,114.9,1,23,2015,62957,7231950,海淀区,public_trend_based
2016-01-07,69.6,1,23,1995,52685,3666581,海淀区,public_trend_based
2016-01-16,115.0,3,14,2020,68030,7823114,海淀区,public_trend_based
2016-01-08,79.4,2,10,2000,63406,5034956,海淀区,public_trend_based
2016-01-09,110.4,2,18,2010,60804,6710357,海淀区,public_trend_based
2016-01-26,100.4,3,22,1995,54075,5429477,海淀区,public_trend_based
2016-01-26,83.8,3,5,2000,57027,4780001,海淀区,public_trend_based
2016-01-26,91.5,1,5,1995,44645,4084298,海淀区,public_trend_based
2016-01-16,112.7,2,3,2010,54100,6096301,海淀区,public_trend_based
2016-01-10,71.9,2,23,2005,68849,4950054,海淀区,public_trend_based
2016-01-24,78.3,1,13,2005,60348,4726872,海淀区,public_trend_based
2016-01-22,63.4,4,24,2000,79860,5060866,海淀区,public_trend_based
2016-01-11,74.3,1,1,2010,57373,4263941,海淀区,public_trend_based
2016-01-21,62.6,1,20,1995,49754,3116253,海淀区,public_trend_based
2016-01-25,95.0,3,21,1995,64316,6109026,海淀区,public_trend_based
2016-01-16,60.6,1,12,2020,62085,3764248,海淀区,public_trend_based
2016-01-17,125.0,1,22,2000,57120,7140491,海淀区,public_trend_based
2016-01-20,112.7,1,9,2000,48528,5468759,海淀区,public_trend_based
2016-01-01,70.2,1,9,2005,41569,2919663,海淀区,public_trend_based
2016-01-22,78.5,4,19,2005,54156,4251824,海淀区,public_trend_based
2016-01-01,97.5,2,3,2010,62838,6128721,海淀区,public_trend_based
2016-01-22,103.7,3,24,2010,69103,7168005,海淀区,public_trend_based
2016-01-01,67.0,3,14,2000,63665,4266925,海淀区,public_trend_based
2016-01-13,124.6,1,19,1995,44462,5539303,海淀区,public_trend_based
2016-01-21,112.4,2,9,2010,55804,6272451,海淀区,public_trend_based
2016-01-15,83.4,3,19,2000,55446,4623288,海淀区,public_trend_based
2016-01-24,84.5,2,18,2005,58198,4915113,海淀区,public_trend_based
2016-01-21,86.6,2,15,2000,54257,4696945,海淀区,public_trend_based
2016-01-16,91.6,3,19,2015,64995,5954663,海淀区,public_trend_based
2016-01-14,120.3,2,1,2005,51540,6200338,海淀区,public_trend_based
2016-01-03,138.7,2,11,2020,68900,9554763,海淀区,public_trend_based
2016-01-10,71.4,2,8,2000,54575,3898910,海淀区,public_trend_based
2016-01-23,90.5,1,17,2005,61321,5550021,海淀区,public_trend_based
2016-01-22,128.1,2,4,1995,49954,6400112,海淀区,public_trend_based
2016-01-19,148.9,2,13,2000,56793,8458740,海淀区,public_trend_based
2016-01-17,102.1,2,18,2010,60648,6193842,海淀区,public_trend_based
2016-01-27,96.3,2,14,1995,48751,4695440,海淀区,public_trend_based
2016-01-12,125.1,2,17,2020,68577,8579762,海淀区,public_trend_based
2016-01-17,80.8,1,15,1995,55358,4473763,海淀区,public_trend_based
2016-01-20,45.7,2,4,2010,66495,3036164,海淀区,public_trend_based
2016-01-19,107.7,1,18,2005,57633,6208615,海淀区,public_trend_based
2016-01-14,68.8,1,17,1995,56439,3881479,海淀区,public_trend_based
2016-01-07,112.2,3,3,2015,64403,7225925,海淀区,public_trend_based
2016-01-26,102.3,3,22,2010,79644,8149534,海淀区,public_trend_based
2016-01-17,124.0,2,4,1995,64620,8011987,海淀区,public_trend_based
2016-02-21,83.1,2,11,2015,57227,4753842,海淀区,public_trend_based
2016-02-08,88.4,2,7,2015,53144,4700013,海淀区,public_trend_based
2016-02-18,79.5,2,9,2005,57941,4607471,海淀区,public_trend_based
2016-02-16,72.4,1,21,2000,63100,4569249,海淀区,public_trend_based
2016-02-17,96.4,3,8,2015,52120,5025848,海淀区,public_trend_based
2016-02-14,78.8,3,9,2020,65104,5130850,海淀区,public_trend_based
2016-02-17,115.4,1,7,2000,57115,6592165,海淀区,public_trend_based
2016-02-25,69.8,3,23,2005,62715,4375158,海淀区,public_trend_based
2016-02-18,81.9,2,13,1995,57397,4698272,海淀区,public_trend_based
2016-02-25,64.6,4,17,1995,61669,3986092,海淀区,public_trend_based
2016-02-07,72.4,2,18,2005,58179,4209924,海淀区,public_trend_based
2016-02-19,114.1,2,1,2020,61759,7047433,海淀区,public_trend_based
2016-02-04,73.2,4,2,2015,70100,5128877,海淀区,public_trend_based
2016-02-05,98.5,3,1,1995,51272,5049512,海淀区,public_trend_based
2016-02-03,60.1,1,16,1995,53441,3209308,海淀区,public_trend_based
2016-02-18,117.8,2,9,2010,68592,8079564,海淀区,public_trend_based
2016-02-24,75.2,1,15,2000,63669,4790562,海淀区,public_trend_based
2016-02-26,71.3,2,23,2020,63131,4503672,海淀区,public_trend_based
2016-02-24,77.6,2,12,2005,68083,5282638,海淀区,public_trend_based
2016-02-07,53.9,2,24,2010,57847,3118865,海淀区,public_trend_based
2016-02-08,61.2,3,22,1995,63480,3882506,海淀区,public_trend_based
2016-02-15,85.3,4,24,2010,81423,6942028,海淀区,public_trend_based
2016-02-16,99.1,2,20,2020,68990,6839103,海淀区,public_trend_based
2016-02-08,108.7,1,2,1995,55615,6047475,海淀区,public_trend_based
2016-02-06,141.7,1,23,2020,59027,8366329,海淀区,public_trend_based
2016-02-06,63.0,3,16,2010,55993,3525869,海淀区,public_trend_based
2016-02-13,69.2,1,4,1995,49954,3458203,海淀区,public_trend_based
2016-02-23,103.0,3,21,2020,68779,7085210,海淀区,public_trend_based
2016-02-06,81.4,2,15,2000,51309,4176576,海淀区,public_trend_based
2016-02-15,115.9,1,1,2000,43093,4992478,海淀区,public_trend_based
2016-02-07,98.5,2,19,2005,56370,5553914,海淀区,public_trend_based
2016-02-23,101.4,2,23,2020,74785,7585470,海淀区,public_trend_based
2016-02-26,73.3,2,9,1995,62116,4553399,海淀区,public_trend_based
2016-02-06,117.0,2,5,2000,52849,6184110,海淀区,public_trend_based
2016-02-22,90.2,3,21,2005,66746,6020105,海淀区,public_trend_based
2016-02-17,40.0,2,1,2005,65839,2633560,海淀区,public_trend_based
2016-02-10,80.7,1,12,2005,56726,4579428,海淀区,public_trend_based
2016-02-05,115.2,4,11,2015,73293,8441986,海淀区,public_trend_based
2016-02-08,53.6,1,10,1995,45552,2440694,海淀区,public_trend_based
2016-02-13,92.7,1,16,1995,52792,4894174,海淀区,public_trend_based
2016-02-11,120.2,3,16,1995,54510,6554796,海淀区,public_trend_based
2016-02-04,80.3,1,19,2020,52083,4184387,海淀区,public_trend_based
2016-02-15,85.4,3,6,2020,63156,5391833,海淀区,public_trend_based
2016-02-22,90.4,3,23,1995,62958,5692889,海淀区,public_trend_based
2016-02-13,121.7,4,24,1995,65694,7994392,海淀区,public_trend_based
2016-02-24,61.7,3,13,2010,66124,4081976,海淀区,public_trend_based
2016-02-14,153.3,4,7,2015,83408,12789170,海淀区,public_trend_based
2016-02-21,48.8,2,21,2000,71621,3496754,海淀区,public_trend_based
2016-02-20,73.6,2,12,2000,65651,4830702,海淀区,public_trend_based
2016-02-11,100.3,3,10,2005,70417,7064251,海淀区,public_trend_based
2016-02-22,58.3,2,20,2015,73080,4257887,海淀区,public_trend_based
2016-02-15,80.3,3,22,1995,60319,4844713,海淀区,public_trend_based
2016-02-09,115.4,3,20,2020,69940,8069979,海淀区,public_trend_based
2016-02-12,137.6,3,20,2020,75595,10398442,海淀区,public_trend_based
2016-02-08,64.7,2,12,2020,70816,4582378,海淀区,public_trend_based
2016-02-25,53.5,3,13,2020,59683,3191423,海淀区,public_trend_based
2016-02-13,81.8,2,24,1995,49939,4085444,海淀区,public_trend_based
2016-02-26,68.5,2,4,2010,62603,4287419,海淀区,public_trend_based
2016-02-14,138.7,3,16,2020,62050,8606120,海淀区,public_trend_based
2016-02-01,116.2,2,9,2000,49204,5718052,海淀区,public_trend_based
2016-02-07,40.0,4,8,1995,56165,2246600,海淀区,public_trend_based
2016-02-11,107.9,1,21,2015,70221,7578754,海淀区,public_trend_based
2016-02-19,118.5,3,15,2010,81815,9693812,海淀区,public_trend_based
2016-02-02,109.5,2,13,2015,57808,6332167,海淀区,public_trend_based
2016-02-16,110.6,1,1,2020,67035,7413427,海淀区,public_trend_based
2016-02-07,84.8,2,9,2015,58205,4937947,海淀区,public_trend_based
2016-02-27,103.8,4,18,2005,61476,6383261,海淀区,public_trend_based
2016-02-04,71.6,2,12,2010,52576,3766664,海淀区,public_trend_based
2016-02-06,69.2,3,13,2015,64540,4463061,海淀区,public_trend_based
2016-02-08,74.8,2,22,2010,51669,3866760,海淀区,public_trend_based
2016-02-01,76.4,2,17,2000,51652,3946116,海淀区,public_trend_based
2016-02-18,145.3,2,10,2015,63425,9214102,海淀区,public_trend_based
2016-02-03,116.4,2,15,2005,61659,7179000,海淀区,public_trend_based
2016-02-02,140.2,2,18,2010,55824,7828086,海淀区,public_trend_based
2016-02-15,62.8,2,17,2020,87794,5512191,海淀区,public_trend_based
2016-02-16,90.8,2,20,2000,56293,5108867,海淀区,public_trend_based
2016-02-03,69.3,2,10,1995,62453,4328461,海淀区,public_trend_based
2016-02-18,74.3,3,1,2015,69391,5159026,海淀区,public_trend_based
2016-02-23,77.0,2,5,2000,61133,4707285,海淀区,public_trend_based
2016-02-08,70.0,2,6,2005,54829,3837644,海淀区,public_trend_based
2016-02-25,74.1,1,21,2005,66364,4918166,海淀区,public_trend_based
2016-02-20,75.5,3,22,2000,55199,4166099,海淀区,public_trend_based
2016-02-08,59.4,3,13,2005,56321,3347887,海淀区,public_trend_based
2016-02-06,114.7,3,11,2020,67515,7742756,海淀区,public_trend_based
2016-02-03,143.9,2,20,1995,54216,7802586,海淀区,public_trend_based
2016-02-21,42.2,2,22,2010,57269,2417031,海淀区,public_trend_based
2016-02-27,137.5,2,22,1995,60218,8282935,海淀区,public_trend_based
2016-02-27,100.0,1,18,2015,59146,5914633,海淀区,public_trend_based
2016-02-16,55.0,3,13,2015,58002,3192757,海淀区,public_trend_based
2016-02-26,63.6,2,16,2015,68319,4346514,海淀区,public_trend_based
2016-02-02,67.8,1,1,1995,51201,3472370,海淀区,public_trend_based
2016-03-04,113.6,2,2,1995,47781,5429757,海淀区,public_trend_based
2016-03-05,66.8,2,18,2005,63941,4270735,海淀区,public_trend_based
2016-03-23,82.8,1,17,1995,52418,4340415,海淀区,public_trend_based
2016-03-07,73.9,3,15,2010,68054,5027447,海淀区,public_trend_based
2016-03-15,78.5,4,6,2005,62788,4931273,海淀区,public_trend_based
2016-03-13,85.8,3,16,2010,69158,5930644,海淀区,public_trend_based
2016-03-27,99.5,3,22,1995,68096,6775336,海淀区,public_trend_based
2016-03-03,47.7,2,5,2000,44913,2142888,海淀区,public_trend_based
2016-03-13,100.0,2,21,1995,66259,6622878,海淀区,public_trend_based
2016-03-23,79.9,4,9,1995,61248,4891242,海淀区,public_trend_based
2016-03-27,93.3,2,12,2020,55000,5133825,海淀区,public_trend_based
2016-03-02,131.7,3,4,1995,64276,8466350,海淀区,public_trend_based
2016-03-25,114.3,2,16,2000,65104,7443421,海淀区,public_trend_based
2016-03-09,67.7,4,11,2000,67829,4589276,海淀区,public_trend_based
2016-03-08,60.0,1,1,2000,46793,2807441,海淀区,public_trend_based
2016-03-27,61.0,1,6,1995,49401,3012077,海淀区,public_trend_based
2016-03-15,123.2,2,3,2005,50749,6250912,海淀区,public_trend_based
2016-03-21,65.5,2,23,2005,74337,4865883,海淀区,public_trend_based
2016-03-15,40.0,3,18,2010,66393,2655720,海淀区,public_trend_based
2016-03-19,83.0,4,12,2005,70883,5883207,海淀区,public_trend_based
2016-03-09,87.1,2,9,1995,56216,4895419,海淀区,public_trend_based
